epc,ean,item_cd,category,fixture,store_id
3039606303C19FC0000C8B54,3608449847032,2456185,apparel,GB-R4-U1,dec-fr-paris
3039606303C19FC00063FC58,3608449847032,2456185,apparel,GB-R4-U1,dec-fr-paris
3039606303C19FC0006AF1E6,3608449847032,2456185,apparel,BR-01,dec-fr-paris
3039606303C1A00000241338,3608449847049,2456191,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A0000031D4D7,3608449847049,2456191,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A080001A1F98,3608449847063,2456190,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A080001C0833,3608449847063,2456190,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A0800068BA8C,3608449847063,2456190,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A080004D27EB,3608449847063,2456190,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A0800057354C,3608449847063,2456190,apparel,BR-02,dec-fr-paris
3039606303C1A1000029CE7C,3608449847087,2456189,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A100007893E1,3608449847087,2456189,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A1000032F019,3608449847087,2456189,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A10000385C37,3608449847087,2456189,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A1000045D6D2,3608449847087,2456189,apparel,BR-03,dec-fr-paris
3039606303C1A14000146D2E,3608449847094,2456187,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A14000121259,3608449847094,2456187,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A14000815098,3608449847094,2456187,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A140000B018D,3608449847094,2456187,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A14000772CAB,3608449847094,2456187,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A14000378497,3608449847094,2456187,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A14000592219,3608449847094,2456187,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A140007EF051,3608449847094,2456187,apparel,BR-04,dec-fr-paris
3039606303C1A2800085142A,3608449847148,2456188,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A2800033615A,3608449847148,2456188,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A280000D5FEB,3608449847148,2456188,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A28000902D98,3608449847148,2456188,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A280002C46DA,3608449847148,2456188,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A280003B9C43,3608449847148,2456188,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A280000243B8,3608449847148,2456188,apparel,GB-R4-U1,dec-fr-paris
3039606303C1A280004CEB2E,3608449847148,2456188,apparel,BR-05,dec-fr-paris
3039606303C1A2C000039542,3608449847155,2456158,apparel,GB-R4-U2,dec-fr-paris
3039606303C1A2C0008FAE81,3608449847155,2456158,apparel,GB-R4-U2,dec-fr-paris
3039606303C1A2C0004A9E96,3608449847155,2456158,apparel,GB-R4-U2,dec-fr-paris
3039606303C1A2C0006F4AD5,3608449847155,2456158,apparel,GB-R4-U2,dec-fr-paris
3039606303C1A2C0004B7DD8,3608449847155,2456158,apparel,GB-R4-U2,dec-fr-paris
3039606303C1A2C000243F64,3608449847155,2456158,apparel,GB-R4-U2,dec-fr-paris
3039606303C1A2C000013C0F,3608449847155,2456158,apparel,GB-R4-U2,dec-fr-paris
3039606303C1A2C00002DE78,3608449847155,2456158,apparel,GB-R4-U2,dec-fr-paris
3039606303C1A2C0008AEDBD,3608449847155,2456158,apparel,GB-R4-U2,dec-fr-paris
3039606303C1A2C000021470,3608449847155,2456158,apparel,GB-R4-U2,dec-fr-paris
3039606303C1A2C0002EC9D3,3608449847155,2456158,apparel,GB-R4-U2,dec-fr-paris
3039606303C1A2C000138896,3608449847155,2456158,apparel,BR-06,dec-fr-paris
3039606303C1A2C0008D247F,3608449847155,2456158,apparel,BR-07,dec-fr-paris
3039606303C1A2C0000D2EB7,3608449847155,2456158,apparel,BR-08,dec-fr-paris
3039606303C1A30000396071,3608449847162,2456159,apparel,GB-R4-U2,dec-fr-paris
3039606303C1A30000099798,3608449847162,2456159,apparel,GB-R4-U2,dec-fr-paris
3039606303C1A300001E75FF,3608449847162,2456159,apparel,GB-R4-U2,dec-fr-paris
3039606303C1A3000038624E,3608449847162,2456159,apparel,GB-R4-U2,dec-fr-paris
3039606303C1A3000059EDC5,3608449847162,2456159,apparel,GB-R4-U2,dec-fr-paris
3039606303C1A30000462C82,3608449847162,2456159,apparel,GB-R4-U2,dec-fr-paris
