epc,ean,item_cd,category,fixture,store_id
3039606303C19FC00084E3E5,3608449847032,2456185,apparel,GB-R3-U1,dec-us-sf
3039606303C19FC000480A9B,3608449847032,2456185,apparel,GB-R3-U1,dec-us-sf
3039606303C19FC000300080,3608449847032,2456185,apparel,BR-01,dec-us-sf
3039606303C1A00000583D99,3608449847049,2456191,apparel,GB-R3-U1,dec-us-sf
3039606303C1A000004D66D4,3608449847049,2456191,apparel,GB-R3-U1,dec-us-sf
3039606303C1A0800084F305,3608449847063,2456190,apparel,GB-R3-U1,dec-us-sf
3039606303C1A08000111A9C,3608449847063,2456190,apparel,GB-R3-U1,dec-us-sf
3039606303C1A080008C1FAB,3608449847063,2456190,apparel,GB-R3-U1,dec-us-sf
3039606303C1A080000DEE47,3608449847063,2456190,apparel,GB-R3-U1,dec-us-sf
3039606303C1A08000727483,3608449847063,2456190,apparel,GB-R3-U1,dec-us-sf
3039606303C1A080001288D3,3608449847063,2456190,apparel,BR-02,dec-us-sf
3039606303C1A100003BF73F,3608449847087,2456189,apparel,GB-R3-U1,dec-us-sf
3039606303C1A1000045B563,3608449847087,2456189,apparel,GB-R3-U1,dec-us-sf
3039606303C1A100000F96AD,3608449847087,2456189,apparel,GB-R3-U1,dec-us-sf
3039606303C1A10000186E16,3608449847087,2456189,apparel,GB-R3-U1,dec-us-sf
3039606303C1A100000E7799,3608449847087,2456189,apparel,GB-R3-U1,dec-us-sf
3039606303C1A10000592D6B,3608449847087,2456189,apparel,BR-03,dec-us-sf
3039606303C1A140005FD1A9,3608449847094,2456187,apparel,GB-R3-U1,dec-us-sf
3039606303C1A14000615673,3608449847094,2456187,apparel,GB-R3-U1,dec-us-sf
3039606303C1A1400000FE98,3608449847094,2456187,apparel,GB-R3-U1,dec-us-sf
3039606303C1A14000430805,3608449847094,2456187,apparel,GB-R3-U1,dec-us-sf
3039606303C1A140006B2010,3608449847094,2456187,apparel,GB-R3-U1,dec-us-sf
3039606303C1A140002A21E5,3608449847094,2456187,apparel,GB-R3-U1,dec-us-sf
3039606303C1A14000061C08,3608449847094,2456187,apparel,GB-R3-U1,dec-us-sf
3039606303C1A14000339F16,3608449847094,2456187,apparel,BR-04,dec-us-sf
3039606303C1A140009337F1,3608449847094,2456187,apparel,BR-05,dec-us-sf
3039606303C1A280002412FD,3608449847148,2456188,apparel,GB-R3-U1,dec-us-sf
3039606303C1A280003A9501,3608449847148,2456188,apparel,GB-R3-U1,dec-us-sf
3039606303C1A2800048E0BF,3608449847148,2456188,apparel,GB-R3-U1,dec-us-sf
3039606303C1A280006EC285,3608449847148,2456188,apparel,GB-R3-U1,dec-us-sf
3039606303C1A280006621C2,3608449847148,2456188,apparel,GB-R3-U1,dec-us-sf
3039606303C1A280008ECC19,3608449847148,2456188,apparel,GB-R3-U1,dec-us-sf
3039606303C1A2800052D1AB,3608449847148,2456188,apparel,GB-R3-U1,dec-us-sf
3039606303C1A2800050DEF4,3608449847148,2456188,apparel,BR-06,dec-us-sf
3039606303C1A2800080FD80,3608449847148,2456188,apparel,BR-07,dec-us-sf
3039606303C1A2C000275358,3608449847155,2456158,apparel,GB-R3-U2,dec-us-sf
3039606303C1A2C00089273D,3608449847155,2456158,apparel,GB-R3-U2,dec-us-sf
3039606303C1A2C0009885A2,3608449847155,2456158,apparel,GB-R3-U2,dec-us-sf
3039606303C1A2C0005EAF1F,3608449847155,2456158,apparel,GB-R3-U2,dec-us-sf
3039606303C1A2C0004A685A,3608449847155,2456158,apparel,GB-R3-U2,dec-us-sf
3039606303C1A2C000046A17,3608449847155,2456158,apparel,GB-R3-U2,dec-us-sf
3039606303C1A2C000363B2D,3608449847155,2456158,apparel,GB-R3-U2,dec-us-sf
3039606303C1A2C0008302C4,3608449847155,2456158,apparel,GB-R3-U2,dec-us-sf
3039606303C1A2C00058757D,3608449847155,2456158,apparel,GB-R3-U2,dec-us-sf
3039606303C1A2C000041BFD,3608449847155,2456158,apparel,GB-R3-U2,dec-us-sf
