epc,ean,item_cd,category,fixture,store_id
3039606303C19FC00021C51C,3608449847032,2456185,apparel,GB-R3-U1,dec-us-denver
3039606303C19FC0005756B1,3608449847032,2456185,apparel,GB-R3-U1,dec-us-denver
3039606303C19FC0008F4287,3608449847032,2456185,apparel,GB-R3-U1,dec-us-denver
3039606303C19FC0000DE313,3608449847032,2456185,apparel,GB-R3-U1,dec-us-denver
3039606303C19FC00048EFE7,3608449847032,2456185,apparel,BR-01,dec-us-denver
3039606303C1A00000629B60,3608449847049,2456191,apparel,GB-R3-U1,dec-us-denver
3039606303C1A00000622DC6,3608449847049,2456191,apparel,GB-R3-U1,dec-us-denver
3039606303C1A0000031E404,3608449847049,2456191,apparel,GB-R3-U1,dec-us-denver
3039606303C1A0000080CA0C,3608449847049,2456191,apparel,BR-02,dec-us-denver
3039606303C1A08000686071,3608449847063,2456190,apparel,GB-R3-U1,dec-us-denver
3039606303C1A0800011E83B,3608449847063,2456190,apparel,GB-R3-U1,dec-us-denver
3039606303C1A080005B3FE5,3608449847063,2456190,apparel,GB-R3-U1,dec-us-denver
3039606303C1A080004BABD2,3608449847063,2456190,apparel,GB-R3-U1,dec-us-denver
3039606303C1A0800073143A,3608449847063,2456190,apparel,GB-R3-U1,dec-us-denver
3039606303C1A080002F9BF7,3608449847063,2456190,apparel,GB-R3-U1,dec-us-denver
3039606303C1A08000784900,3608449847063,2456190,apparel,GB-R3-U1,dec-us-denver
3039606303C1A08000746791,3608449847063,2456190,apparel,BR-03,dec-us-denver
3039606303C1A0800092BC2B,3608449847063,2456190,apparel,BR-04,dec-us-denver
3039606303C1A10000136D71,3608449847087,2456189,apparel,GB-R3-U1,dec-us-denver
3039606303C1A1000083A9A0,3608449847087,2456189,apparel,GB-R3-U1,dec-us-denver
3039606303C1A10000458A95,3608449847087,2456189,apparel,GB-R3-U1,dec-us-denver
3039606303C1A1000095C36D,3608449847087,2456189,apparel,GB-R3-U1,dec-us-denver
3039606303C1A1000040BF94,3608449847087,2456189,apparel,GB-R3-U1,dec-us-denver
3039606303C1A1000073E597,3608449847087,2456189,apparel,GB-R3-U1,dec-us-denver
3039606303C1A1000036D326,3608449847087,2456189,apparel,GB-R3-U1,dec-us-denver
3039606303C1A1000025DC32,3608449847087,2456189,apparel,BR-05,dec-us-denver
3039606303C1A140008F6211,3608449847094,2456187,apparel,GB-R3-U1,dec-us-denver
3039606303C1A140001F1CC9,3608449847094,2456187,apparel,GB-R3-U1,dec-us-denver
3039606303C1A140003A1A4B,3608449847094,2456187,apparel,GB-R3-U1,dec-us-denver
3039606303C1A14000633774,3608449847094,2456187,apparel,GB-R3-U1,dec-us-denver
3039606303C1A140005464CF,3608449847094,2456187,apparel,GB-R3-U1,dec-us-denver
3039606303C1A14000780A0D,3608449847094,2456187,apparel,GB-R3-U1,dec-us-denver
3039606303C1A140002B925B,3608449847094,2456187,apparel,GB-R3-U1,dec-us-denver
3039606303C1A14000507C32,3608449847094,2456187,apparel,GB-R3-U1,dec-us-denver
3039606303C1A1400085CE4D,3608449847094,2456187,apparel,GB-R3-U1,dec-us-denver
3039606303C1A14000685EFF,3608449847094,2456187,apparel,GB-R3-U1,dec-us-denver
3039606303C1A140005E6B27,3608449847094,2456187,apparel,BR-06,dec-us-denver
3039606303C1A140001799F4,3608449847094,2456187,apparel,BR-07,dec-us-denver
3039606303C1A2800062F6DB,3608449847148,2456188,apparel,GB-R3-U1,dec-us-denver
3039606303C1A280004462D5,3608449847148,2456188,apparel,GB-R3-U1,dec-us-denver
3039606303C1A280005CEF79,3608449847148,2456188,apparel,GB-R3-U1,dec-us-denver
3039606303C1A2800052FA13,3608449847148,2456188,apparel,GB-R3-U1,dec-us-denver
3039606303C1A2800065F656,3608449847148,2456188,apparel,GB-R3-U1,dec-us-denver
3039606303C1A2800038F75C,3608449847148,2456188,apparel,GB-R3-U1,dec-us-denver
3039606303C1A28000494CD7,3608449847148,2456188,apparel,GB-R3-U1,dec-us-denver
3039606303C1A2800037B7FC,3608449847148,2456188,apparel,GB-R3-U1,dec-us-denver
3039606303C1A2800030FCA5,3608449847148,2456188,apparel,GB-R3-U1,dec-us-denver
3039606303C1A28000566FEE,3608449847148,2456188,apparel,GB-R3-U1,dec-us-denver
3039606303C1A2800077B676,3608449847148,2456188,apparel,GB-R3-U1,dec-us-denver
3039606303C1A28000291C2F,3608449847148,2456188,apparel,BR-08,dec-us-denver
3039606303C1A2800034A1D3,3608449847148,2456188,apparel,BR-01,dec-us-denver
3039606303C1A2C0003D899F,3608449847155,2456158,apparel,GB-R3-U2,dec-us-denver
3039606303C1A2C000772746,3608449847155,2456158,apparel,GB-R3-U2,dec-us-denver
3039606303C1A2C000572505,3608449847155,2456158,apparel,GB-R3-U2,dec-us-denver
3039606303C1A2C0003B3542,3608449847155,2456158,apparel,GB-R3-U2,dec-us-denver
3039606303C1A2C00063F5D7,3608449847155,2456158,apparel,GB-R3-U2,dec-us-denver
3039606303C1A2C0007A4390,3608449847155,2456158,apparel,GB-R3-U2,dec-us-denver
3039606303C1A2C000934FF7,3608449847155,2456158,apparel,GB-R3-U2,dec-us-denver
3039606303C1A2C000686E11,3608449847155,2456158,apparel,BR-02,dec-us-denver
3039606303C1A30000181047,3608449847162,2456159,apparel,GB-R3-U2,dec-us-denver
3039606303C1A300004BD117,3608449847162,2456159,apparel,GB-R3-U2,dec-us-denver
