epc,ean,item_cd,category,fixture
30396061C12664C0002C6B31,3608393014597,5552708,apparel,GF-R1-U1
30396061C12664C0000EA44B,3608393014597,5552708,apparel,GF-R1-U1
30396061C12664C0005D2817,3608393014597,5552708,apparel,GF-R1-U1
30396061C12664C000824C4D,3608393014597,5552708,apparel,GF-R1-U1
30396061C12664C000631351,3608393014597,5552708,apparel,GF-R1-U1
30396061C12664C00091530B,3608393014597,5552708,apparel,GF-R1-U1
30396061C12664C00090E2FE,3608393014597,5552708,apparel,GF-R1-U1
30396061C11EABC0002885C4,3608392935510,5334760,apparel,GF-R1-U2
30396061C11EABC000445B39,3608392935510,5334760,apparel,GF-R1-U2
30396061C11EABC0005CF632,3608392935510,5334760,apparel,GF-R1-U2
30396061C11EABC00078127C,3608392935510,5334760,apparel,GF-R1-U2
30396061C11EABC0001A86B4,3608392935510,5334760,apparel,GF-R1-U2
30396061C11EABC0005D355F,3608392935510,5334760,apparel,GF-R1-U2
30396061C11EABC0005CAA29,3608392935510,5334760,apparel,GF-R1-U2
30396061C11EABC00071A965,3608392935510,5334760,apparel,GF-R1-U2
3039606283BB8CC000283229,3608429784838,2500810,apparel,GF-R1-U3
3039606283BB8CC0007D2BF9,3608429784838,2500810,apparel,GF-R1-U3
3039606283BB8CC000778AFF,3608429784838,2500810,apparel,GF-R1-U3
3039606283BB8CC00001D610,3608429784838,2500810,apparel,GF-R1-U3
3039606283BB8CC0001E5CDE,3608429784838,2500810,apparel,GF-R1-U3
3039606283BB8CC0001D9DEE,3608429784838,2500810,apparel,GF-R1-U3
3039606283BB8CC00055F098,3608429784838,2500810,apparel,GF-R1-U3
3039606283BB8CC0004EEDAB,3608429784838,2500810,apparel,GF-R1-U3
3039606283BB8CC000188F2A,3608429784838,2500810,apparel,GF-R1-U3
3039606283BB8D0000777362,3608429784845,2500811,apparel,GF-R1-U4
3039606283BB8D00007FCB61,3608429784845,2500811,apparel,GF-R1-U4
3039606283BB8D000034A63C,3608429784845,2500811,apparel,GF-R1-U4
3039606283BB8D00002ED59B,3608429784845,2500811,apparel,GF-R1-U4
3039606283BB8D000069ECB9,3608429784845,2500811,apparel,GF-R1-U4
3039606283BB8D0000013186,3608429784845,2500811,apparel,GF-R1-U4
3039606283BB8D00009617A3,3608429784845,2500811,apparel,GF-R1-U4
3039606283BB8D00006C8FDC,3608429784845,2500811,apparel,GF-R1-U4
3039606283BB8D0000820EA6,3608429784845,2500811,apparel,GF-R1-U4
3039606283BB8D00005723E2,3608429784845,2500811,apparel,GF-R1-U4
3039606283BB8D000068073E,3608429784845,2500811,apparel,GF-R1-U4
30396061C11EAC4000893DDF,3608392935534,5334762,apparel,GF-R1-U5
30396061C11EAC40008CE42B,3608392935534,5334762,apparel,GF-R1-U5
30396061C11EAC40006B8FA5,3608392935534,5334762,apparel,GF-R1-U5
30396061C11EAC40001019F5,3608392935534,5334762,apparel,GF-R1-U5
30396061C11EAC400008F54D,3608392935534,5334762,apparel,GF-R1-U5
30396061C11EAC4000861817,3608392935534,5334762,apparel,GF-R1-U5
30396061C11EAC400057D438,3608392935534,5334762,apparel,GF-R1-U5
30396061C11EAC4000796E80,3608392935534,5334762,apparel,GF-R1-U5
30395DFA81D308C00058C9C0,3583784782432,4884395,apparel,GF-R1-U6
30395DFA81D308C000804275,3583784782432,4884395,apparel,GF-R1-U6
30395DFA81D308C00060E96D,3583784782432,4884395,apparel,GF-R1-U6
30395DFA81D308C0007A99C7,3583784782432,4884395,apparel,GF-R1-U6
30395DFA81D308C000975A45,3583784782432,4884395,apparel,GF-R1-U6
30395DFA81D308C0004B1C6E,3583784782432,4884395,apparel,GF-R1-U6
30396061C0A7FD000031D1C2,3608391720209,5206658,apparel,GF-R1-U7
30396061C0A7FD00006928FC,3608391720209,5206658,apparel,GF-R1-U7
30396061C0A7FD0000461C19,3608391720209,5206658,apparel,GF-R1-U7
30396061C0A7FD00004587AD,3608391720209,5206658,apparel,GF-R1-U7
30396061C0A7FD00007F09D5,3608391720209,5206658,apparel,GF-R1-U7
30396061C0A7FD00000D1632,3608391720209,5206658,apparel,GF-R1-U7
30396061C0A7FD00002B141F,3608391720209,5206658,apparel,GF-R1-U7
30396061C0A7FD000061FB25,3608391720209,5206658,apparel,GF-R1-U7
30396061C0A7FD0000336936,3608391720209,5206658,apparel,GF-R1-U7
30396061C0A7FD0000268341,3608391720209,5206658,apparel,GF-R1-U7
30396061C0A7FD00007D74B1,3608391720209,5206658,apparel,GF-R1-U7
30396061C1267C00007E2BB2,3608393015525,5153801,apparel,GF-R2-U1
30396061C1267C00006CA2A3,3608393015525,5153801,apparel,GF-R2-U1
30396061C1267C000059C81D,3608393015525,5153801,apparel,GF-R2-U1
30396061C1267C00009836E4,3608393015525,5153801,apparel,GF-R2-U1
30396061C1267C000064CDF5,3608393015525,5153801,apparel,GF-R2-U1
30396061C1267C0000438EC7,3608393015525,5153801,apparel,GF-R2-U1
